NEGOZIO;TICKET;DATA;REPARTO;FORMATO;PLU;DESCRIZIONE;IVA;PESO;IMPORTO;PREZZO AL KG
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2272;09/10/2024 11:50;1;T;865;PANE COMUNE;0.000;0.340;0.950;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2272;09/10/2024 11:50;1;T;546;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.000;0.094;1.120;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2272;09/10/2024 11:50;1;T;551;SALAME MILANO;0.000;0.078;1.080;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2273;09/10/2024 11:52;1;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.254;6.580;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2274;09/10/2024 11:53;1;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.248;3.450;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2275;09/10/2024 11:54;1;T;723;OLIVE ASCOLANE RIPIENE;0.000;0.120;2.150;17.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2279;09/10/2024 12:01;1;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.110;2.850;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2280;09/10/2024 12:02;1;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.118;1.640;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2282;09/10/2024 12:04;1;T;49;"""FORMAGGIO ""EDAMER""""";0.000;0.228;2.030;8.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2283;09/10/2024 12:06;1;T;546;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.000;0.224;2.670;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2284;09/10/2024 12:08;1;T;558;LARDO RUSTICO BIANCO;0.000;0.078;1.160;14.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2284;09/10/2024 12:08;1;T;567;LARDO RUSTICO ALLE ERBE;0.000;0.024;0.410;16.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2288;09/10/2024 12:13;1;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.218;5.650;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2289;09/10/2024 12:15;1;T;546;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.000;0.218;2.590;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2290;09/10/2024 12:16;1;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.212;2.950;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2292;09/10/2024 12:21;1;T;546;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.000;0.106;1.260;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2294;09/10/2024 12:30;1;T;509;COPPA NOSTRANA;0.000;0.110;2.740;24.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2295;09/10/2024 12:31;1;T;551;SALAME MILANO;0.000;0.104;1.450;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2297;09/10/2024 12:32;1;T;618;SALSA TONNATA;0.000;0.100;1.290;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2298;09/10/2024 12:34;1;T;534;BRESAOLA PUNTA D'ANCA  IGP;0.000;0.102;3.560;34.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2300;09/10/2024 12:36;1;T;537;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.000;0.216;6.670;30.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2303;09/10/2024 12:39;1;T;522;CARPACCIO NAZIOANALE DI BRESAOLA;0.000;0.258;7.460;28.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2308;09/10/2024 12:48;2;T;537;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.000;0.116;3.580;30.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2310;09/10/2024 13:05;2;T;501;PROSCIUTTO DI PARMA DOP;0.000;0.242;7.720;31.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2313;09/10/2024 13:08;2;T;723;OLIVE ASCOLANE RIPIENE;0.000;0.130;2.330;17.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2316;09/10/2024 13:12;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.220;3.060;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2317;09/10/2024 13:15;2;T;557;TESTA DI SUINO IN CASSETTA-GALANTINA;0.000;0.154;2.450;15.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2318;09/10/2024 13:16;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.162;2.250;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2319;09/10/2024 13:19;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.214;2.970;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2320;09/10/2024 13:21;2;T;501;PROSCIUTTO DI PARMA DOP;0.000;0.216;6.890;31.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2321;09/10/2024 13:22;2;T;49;"""FORMAGGIO ""EDAMER""""";0.000;0.104;0.930;8.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2322;09/10/2024 13:23;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.200;2.780;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2326;09/10/2024 13:28;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.072;1.000;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2327;09/10/2024 13:29;2;T;501;PROSCIUTTO DI PARMA DOP;0.000;0.110;3.510;31.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2328;09/10/2024 13:30;2;T;546;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.000;0.114;1.360;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2329;09/10/2024 13:33;2;T;865;PANE COMUNE;0.000;0.150;0.420;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2329;09/10/2024 13:33;2;T;537;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.000;0.140;4.330;30.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2330;09/10/2024 13:34;2;T;865;PANE COMUNE;0.000;0.098;0.270;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2331;09/10/2024 13:36;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.108;1.500;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2332;09/10/2024 13:39;2;T;41;TORTA DI RICOTTA SFIZIOTTA AL LIMONE;0.000;0.190;2.260;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2335;09/10/2024 13:52;2;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.154;3.990;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2336;09/10/2024 13:54;2;T;531;MANZO AFFUMICATO;0.000;0.100;1.890;18.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2337;09/10/2024 13:56;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.120;1.670;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2338;09/10/2024 14:03;2;T;62;"""RICOTTA IN FUSCELLE ""CASEIF.PUGLIESE""""";0.000;0.216;2.140;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2342;09/10/2024 14:06;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.100;1.390;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2343;09/10/2024 14:07;2;T;661;ARANCINI DI PROSCIUTTO E MOZZARELLA;0.000;0.186;2.400;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2344;09/10/2024 14:07;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.214;2.970;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2345;09/10/2024 14:08;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.232;3.220;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2346;09/10/2024 14:10;2;T;617;SEMOLINI FRITTI;0.000;0.280;2.770;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2347;09/10/2024 14:11;2;T;49;"""FORMAGGIO ""EDAMER""""";0.000;0.158;1.410;8.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2371;09/10/2024 15:09;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.146;2.030;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2372;09/10/2024 15:11;2;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.166;4.300;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2373;09/10/2024 15:11;2;T;7;MOZZARELLA BOCCONCINI DI BUFALA GR.250;0.000;1.000;4.200;4.200
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2374;09/10/2024 15:31;3;T;543;FESA DI TACCHINO ARROSTO;0.000;0.202;3.010;14.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2375;09/10/2024 15:33;3;T;192;"""RICOTTA VALLELATA ""GALBANI""""";0.000;0.214;1.480;6.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2376;09/10/2024 15:47;2;T;510;PANCETTA AFFUMICATA-BACON;0.000;0.116;1.840;15.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2377;09/10/2024 16:00;2;T;147;"STRACCIATELLA ""SABELLI""";0.000;0.326;5.840;17.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2378;09/10/2024 16:11;2;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.200;5.180;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2379;09/10/2024 16:13;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.156;2.170;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2380;09/10/2024 16:15;2;T;558;LARDO RUSTICO BIANCO;0.000;0.148;2.210;14.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2381;09/10/2024 16:18;2;T;531;MANZO AFFUMICATO;0.000;0.096;1.810;18.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2382;09/10/2024 16:25;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.156;2.170;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2385;09/10/2024 16:30;2;T;526;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.000;0.212;4.430;20.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2386;09/10/2024 16:33;2;T;41;TORTA DI RICOTTA SFIZIOTTA AL LIMONE;0.000;0.558;6.640;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2388;09/10/2024 16:43;2;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.100;2.590;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2389;09/10/2024 16:44;2;T;660;PEPERONI GRIGLIATI;0.000;0.218;3.470;15.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2390;09/10/2024 16:46;2;T;546;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.000;0.298;3.550;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2391;09/10/2024 16:49;2;T;49;"""FORMAGGIO ""EDAMER""""";0.000;0.300;2.670;8.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2392;09/10/2024 16:50;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.214;2.970;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2393;09/10/2024 16:51;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.202;2.810;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2394;09/10/2024 16:53;2;T;522;CARPACCIO NAZIOANALE DI BRESAOLA;0.000;0.200;5.780;28.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2395;09/10/2024 16:54;2;T;41;TORTA DI RICOTTA SFIZIOTTA AL LIMONE;0.000;0.316;3.760;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2396;09/10/2024 16:56;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.198;2.750;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2397;09/10/2024 16:58;2;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.104;2.690;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2398;09/10/2024 16:59;2;T;520;LONZINO STAGIONATO;0.000;0.046;1.100;23.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2399;09/10/2024 17:00;2;T;41;TORTA DI RICOTTA SFIZIOTTA AL LIMONE;0.000;0.154;1.830;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2401;09/10/2024 17:06;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.298;4.140;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2402;09/10/2024 17:07;2;T;55;TOMINI LONGO SOTT'OLIO SALSA VERDE;0.000;0.124;2.100;16.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2404;09/10/2024 17:16;2;T;522;CARPACCIO NAZIOANALE DI BRESAOLA;0.000;0.102;2.950;28.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2405;09/10/2024 17:16;2;T;688;CROCCHETTE PATATE;0.000;0.190;1.690;8.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2406;09/10/2024 17:23;2;T;502;PROSCIUTTO CRUDO  CONTADINO;0.000;0.206;4.100;19.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2407;09/10/2024 17:25;2;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.200;5.180;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2409;09/10/2024 17:30;2;T;526;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.000;0.098;2.050;20.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2411;09/10/2024 17:43;2;T;515;"""MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """"";0.000;0.102;1.010;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2414;09/10/2024 17:53;2;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.082;2.120;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2415;09/10/2024 17:54;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.120;1.670;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2416;09/10/2024 17:55;2;T;642;"""INSALATA CAPRICCIOSA ""GIALLO UOVO"" VALLEBELBO""";0.000;0.228;2.490;10.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2418;09/10/2024 17:57;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.210;2.920;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2419;09/10/2024 17:58;2;T;188;CAPRINO PURA CAPRA;0.000;0.132;2.630;19.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2420;09/10/2024 18:00;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.100;1.390;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2421;09/10/2024 18:03;2;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.098;2.540;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2422;09/10/2024 18:04;2;T;502;PROSCIUTTO CRUDO  CONTADINO;0.000;0.096;1.910;19.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2423;09/10/2024 18:06;2;T;501;PROSCIUTTO DI PARMA DOP;0.000;0.146;4.660;31.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2424;09/10/2024 18:06;2;T;71;"""PRIMO SALE BIANCO ""LONGO""""";0.000;0.194;2.110;10.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2425;09/10/2024 18:08;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.158;2.200;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2426;09/10/2024 18:10;2;T;522;CARPACCIO NAZIOANALE DI BRESAOLA;0.000;0.152;4.390;28.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2428;09/10/2024 18:14;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.202;2.810;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2429;09/10/2024 18:16;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.212;2.950;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2432;09/10/2024 18:30;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.154;2.140;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2433;09/10/2024 18:32;2;T;546;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.000;0.108;1.290;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2438;09/10/2024 18:47;2;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.114;2.950;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2439;09/10/2024 18:49;2;T;520;LONZINO STAGIONATO;0.000;0.102;2.440;23.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2441;09/10/2024 18:53;2;T;546;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.000;0.098;1.170;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2445;09/10/2024 18:58;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.342;4.750;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2446;09/10/2024 19:01;2;T;522;CARPACCIO NAZIOANALE DI BRESAOLA;0.000;0.274;7.920;28.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2447;09/10/2024 19:22;2;T;532;ROAST BEEF A FETTE;0.000;0.184;5.320;28.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2448;09/10/2024 19:22;2;T;865;PANE COMUNE;0.000;0.216;0.600;2.790
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2449;09/10/2024 19:33;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.168;2.340;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2450;09/10/2024 19:36;2;T;504;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.000;0.258;4.620;17.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2451;09/10/2024 19:37;2;T;686;SPECK ALTO ADIGE GRAN RESA SENFTER;0.000;0.104;1.970;18.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2479;10/10/2024 08:45;2;T;526;PROSC.COTTO A.QUALITA' NAZIONALE CUORE ROSA LENTI;0.000;0.146;3.050;20.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2492;10/10/2024 08:59;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.218;3.030;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2492;10/10/2024 08:59;2;T;558;LARDO RUSTICO BIANCO;0.000;0.156;2.320;14.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2497;10/10/2024 09:09;2;T;26;ROBIOLA OSELLA;0.000;0.194;3.470;17.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2518;10/10/2024 09:43;2;T;89;"""BURRATA ""PIACERI ITALIANI""""";0.000;0.316;5.660;17.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2522;10/10/2024 09:53;2;T;557;TESTA DI SUINO IN CASSETTA-GALANTINA;0.000;0.100;1.590;15.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2522;10/10/2024 09:53;2;T;502;PROSCIUTTO CRUDO  CONTADINO;0.000;0.098;1.950;19.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2523;10/10/2024 09:54;2;T;192;"""RICOTTA VALLELATA ""GALBANI""""";0.000;0.316;2.180;6.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2524;10/10/2024 09:57;2;T;516;"""PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI""";0.000;0.158;2.200;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2524;10/10/2024 09:57;2;T;551;SALAME MILANO;0.000;0.150;2.090;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2529;10/10/2024 10:24;2;T;548;SALAME CRESPONE;0.000;0.150;2.390;15.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2529;10/10/2024 10:24;2;T;502;PROSCIUTTO CRUDO  CONTADINO;0.000;0.154;3.060;19.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2529;10/10/2024 10:24;2;T;509;COPPA NOSTRANA;0.000;0.100;2.490;24.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2531;10/10/2024 10:27;2;T;537;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.000;0.148;4.570;30.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2532;10/10/2024 10:28;2;T;25;"""CERTOSA ""GALBANI""""";0.000;0.330;3.600;10.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2535;10/10/2024 10:43;2;T;546;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.000;0.204;2.430;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2544;10/10/2024 10:59;2;T;686;SPECK ALTO ADIGE GRAN RESA SENFTER;0.000;0.100;1.890;18.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2545;10/10/2024 11:01;2;T;501;PROSCIUTTO DI PARMA DOP;0.000;0.066;2.110;31.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2545;10/10/2024 11:01;2;T;548;SALAME CRESPONE;0.000;0.040;0.640;15.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2553;10/10/2024 11:07;2;T;56;TOMINI LONGO SOTT'OLIO AL PEPERONCINO;0.000;0.224;3.790;16.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2554;10/10/2024 11:12;2;T;543;FESA DI TACCHINO ARROSTO;0.000;0.194;2.890;14.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2555;10/10/2024 11:13;2;T;617;SEMOLINI FRITTI;0.000;0.266;2.630;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2556;10/10/2024 11:15;2;T;33;ROBIOLA ROCCHETTA;0.000;0.248;4.940;19.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2560;10/10/2024 11:26;2;T;546;"""MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """"";0.000;0.200;2.380;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2560;10/10/2024 11:26;2;T;502;PROSCIUTTO CRUDO  CONTADINO;0.000;0.228;4.540;19.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2560;10/10/2024 11:26;2;T;531;MANZO AFFUMICATO;0.000;0.200;3.780;18.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2562;10/10/2024 11:28;2;T;501;PROSCIUTTO DI PARMA DOP;0.000;0.106;3.380;31.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);2563;10/10/2024 11:29;2;T;668;"""INSALATA RUSSA CON TONNO ""GIALLO UOVO""VALLEBELBO""";0.000;0.216;3.000;13.900
